+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                  ;
+------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                              ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_RX_BUFG_loop:0:xcvr_rx_data_clk_buf_used_assert:gen_RX_BUFG|altclkctrl_0|clk_buffer_altclkctrl_0_sub_component   ; 5     ; 4              ; 0            ; 4              ; 1      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_RX_BUFG_loop:0:xcvr_rx_data_clk_buf_used_assert:gen_RX_BUFG|altclkctrl_0                                         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_RX_BUFG_loop:0:xcvr_rx_data_clk_buf_used_assert:gen_RX_BUFG                                                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_TX_BUFG_loop:3:xcvr_tx_data_clk_buf_used_assert:gen_TX_BUFG|altclkctrl_0|clk_buffer_altclkctrl_0_sub_component   ; 5     ; 4              ; 0            ; 4              ; 1      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_TX_BUFG_loop:3:xcvr_tx_data_clk_buf_used_assert:gen_TX_BUFG|altclkctrl_0                                         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_TX_BUFG_loop:3:xcvr_tx_data_clk_buf_used_assert:gen_TX_BUFG                                                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_TX_BUFG_loop:2:xcvr_tx_data_clk_buf_used_assert:gen_TX_BUFG|altclkctrl_0|clk_buffer_altclkctrl_0_sub_component   ; 5     ; 4              ; 0            ; 4              ; 1      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_TX_BUFG_loop:2:xcvr_tx_data_clk_buf_used_assert:gen_TX_BUFG|altclkctrl_0                                         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_TX_BUFG_loop:2:xcvr_tx_data_clk_buf_used_assert:gen_TX_BUFG                                                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_TX_BUFG_loop:1:xcvr_tx_data_clk_buf_used_assert:gen_TX_BUFG|altclkctrl_0|clk_buffer_altclkctrl_0_sub_component   ; 5     ; 4              ; 0            ; 4              ; 1      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_TX_BUFG_loop:1:xcvr_tx_data_clk_buf_used_assert:gen_TX_BUFG|altclkctrl_0                                         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_TX_BUFG_loop:1:xcvr_tx_data_clk_buf_used_assert:gen_TX_BUFG                                                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_TX_BUFG_loop:0:xcvr_tx_data_clk_buf_used_assert:gen_TX_BUFG|altclkctrl_0|clk_buffer_altclkctrl_0_sub_component   ; 5     ; 4              ; 0            ; 4              ; 1      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_TX_BUFG_loop:0:xcvr_tx_data_clk_buf_used_assert:gen_TX_BUFG|altclkctrl_0                                         ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|\generate_TX_BUFG_loop:0:xcvr_tx_data_clk_buf_used_assert:gen_TX_BUFG                                                      ; 1     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\Out_mux_ch_gen_loop:1:Out_Mux                                                                          ; 260   ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\Out_mux_ch_gen_loop:0:Out_Mux                                                                          ; 260   ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:14:ch_loop:1:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:14:ch_loop:0:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:13:ch_loop:1:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:13:ch_loop:0:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:12:ch_loop:1:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:12:ch_loop:0:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:11:ch_loop:1:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:11:ch_loop:0:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:10:ch_loop:1:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:10:ch_loop:0:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:9:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:9:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:8:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:8:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:7:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:7:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:6:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:6:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:5:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:5:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:4:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:4:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:3:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:3:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:2:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:2:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:1:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:1:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:0:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23|\shift_reg_gen_loop:0:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_23                                                                                                         ; 36    ; 2              ; 0            ; 2              ; 34     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\Out_mux_ch_gen_loop:1:Out_Mux                                                                          ; 260   ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\Out_mux_ch_gen_loop:0:Out_Mux                                                                          ; 260   ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:14:ch_loop:1:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:14:ch_loop:0:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:13:ch_loop:1:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:13:ch_loop:0:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:12:ch_loop:1:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:12:ch_loop:0:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:11:ch_loop:1:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:11:ch_loop:0:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:10:ch_loop:1:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:10:ch_loop:0:shift_reg                                                              ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:9:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:9:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:8:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:8:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:7:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:7:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:6:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:6:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:5:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:5:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:4:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:4:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:3:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:3:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:2:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:2:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:1:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:1:ch_loop:0:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; \Connect_XVCR_Module_loop:0:XCVR_Module_gen|ch_sync_buf_2ch_01|\shift_reg_gen_loop:0:ch_loop:1:shift_reg                                                               ; 18    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
